image,question,answer
image3217,What is present?,gastrointestinal
image3217,Is gastrointestinal present?,yes
image3217,Is the excellent uterus present?,no
image3217,What is ?,the tumor
image3217,What is present?,small intestine
image3217,Is lesion in dome of uterus present?,no
image3217,What is present ?,metastatic malignant melanoma
image3218,Is gastrointestinal present?,yes
image3218,What is present ?,gastrointestinal
image3218,Where is this from?,gastrointestinal system
image3218,"Does this image show colon, regional enteritis?",yes
image3218,What does this image show?,colon
image3218,What is present?,gastrointestinal
image3218,Is this image shows of smooth muscle cell with lipid in sarcoplasm and lipid present?,no
image3218,"Does sickle cell disease show colon, regional enteritis?",no
image3219,"Does atrophy secondary to pituitectomy show esophagus, herpes, ulcers?",no
image3219,Is cranial artery present?,no
image3219,Where is this from?,gastrointestinal system
image3219,What is present ?,gastrointestinal
image3219,"Does this image show esophagus, herpes, ulcers?",yes
image3219,What does this image show?,esophagus
image3219,What is present?,gastrointestinal
image3219,Is gastrointestinal present?,yes
image3220,Are organisms easily evident?,yes
image3220,Does this image show organisms are easily evident?,yes
image3220,Are hyalin mass in pituitary which is amyloid there are several slides from this case in this file 23 yowf amyloid limited to brain easily evident?,no
image3220,Does hilar cell tumor show organisms are easily evident?,no
image3220,What is present ?,Histoplasmosis
image3220,What is present ?,bone marrow
image3220,What is present ?,hematologic
image3220,What are easily evident ?,organisms
image3220,Is situs inversus present?,no
image3220,What is present?,Histoplasmosis
image3220,Is lymphangiomatosis generalized present?,no
image3220,Is bone marrow present?,yes
image3220,What is present?,bone marrow
image3220,Is postpartum present?,no
image3220,Is hematologic present?,yes
image3220,What is present?,hematologic
image3220,How are organisms easily ?,evident
image3220,Is Histoplasmosis present?,yes
image3220,What does this image show?,organisms are easily evident
image3220,What are easily evident?,organisms
image3221,What is present ?,acute myelogenous leukemia
image3221,What stain many pleomorphic blast cells readily seen?,med wrights
image3221,What do med wrights stain?,many pleomorphic blast cells readily seen
image3221,Do med wrights stain many pleomorphic blast cells readily seen?,yes
image3221,Do infarcts stain many pleomorphic blast cells readily seen?,no
image3221,What does this image show?,med wrights stain many pleomorphic blast cells readily seen
image3221,Does this image show med wrights stain many pleomorphic blast cells readily seen?,yes
image3221,Does serous cyst show med wrights stain many pleomorphic blast cells readily seen?,no
image3221,What is present?,acute myelogenous leukemia
image3221,Is hematologic present?,yes
image3221,Is angiogram present?,no
image3221,What is present?,bone marrow
image3221,Is bone marrow present?,yes
image3221,Is hemorrhage newborn present?,no
image3221,Is acute myelogenous leukemia present?,yes
image3221,Is endocervical polyp present?,no
image3221,What stain many pleomorphic blast cells readily seen ?,wrights
image3221,What do wrights stain?,many pleomorphic blast cells readily seen
image3221,What is present ?,hematologic
image3221,What is present ?,bone marrow
image3221,What is present?,hematologic
image3222,Is blood present?,yes
image3222,What is present?,blood
image3222,Is polysplenia present?,no
image3222,What is present?,hematologic
image3222,Does meningioma show ring form?,no
image3222,Does this image show ring form?,yes
image3222,What does this image show?,ring form
image3222,Is hematologic present?,yes
image3222,What is present ?,blood
image3222,What is present ?,hematologic
image3222,Is typical tuberculous exudate present?,no
image3222,Is malaria plasmodium vivax present?,yes
image3222,What is present?,malaria plasmodium vivax
image3222,Is wonder present?,no
image3222,What is present ?,malaria plasmodium vivax
image3223,What is present ?,lymphoid atrophy in newborn
image3223,What is present ?,thymus
image3223,How is typical atrophy associated with infection in  ?,newborn
image3223,What is typical atrophy associated?,with infection in newborn
image3223,What associated with infection in newborn ?,typical atrophy
image3223,Is subdiaphragmatic abscess present?,no
image3223,Is lymphoid atrophy in newborn present?,yes
image3223,What is present?,thymus
image3223,Is opened muscle present?,no
image3223,Is thymus present?,yes
image3223,Is opened uterus and cervix with large cervical myoma protruding into vagina slide present?,no
image3223,Is hematologic present?,yes
image3223,What is present?,hematologic
image3223,Does this image show typical atrophy associated with infection in newborn?,yes
image3223,What does this image show?,typical atrophy associated with infection in newborn
image3223,What is present?,lymphoid atrophy in newborn
image3223,Does face show typical atrophy associated with infection in newborn?,no
image3223,What is present ?,hematologic
image3224,What is present?,Amyloidosis
image3224,Is Amyloidosis present?,yes
image3224,Is hemorrhage in newborn present?,no
image3224,What is present ?,hematologic
image3224,What is present ?,spleen
image3224,What is present ?,Amyloidosis
image3224,What is present?,hematologic
image3224,Is metastatic carcinoma oat cell present?,no
image3224,Is hematologic present?,yes
image3224,Is silver present?,no
image3224,What is present?,spleen
image3224,Is spleen present?,yes
image3225,What is present ?,multiple myeloma
image3225,What is present ?,bone marrow
image3225,What is present ?,hematologic
image3225,Is multiple myeloma present?,yes
image3225,What is present?,multiple myeloma
image3225,What is present?,hematologic
image3225,Is hematologic present?,yes
image3225,"Is bone, mandible present?",no
image3225,Is retroperitoneal leiomyosarcoma present?,no
image3225,Is cephalohematoma present?,no
image3225,Is bone marrow present?,yes
image3225,What is present?,bone marrow
image3226,What does this image show?,spleen
image3226,"Why does this image show spleen, chronic congestion?",due to portal hypertension from cirrhosis hcv
image3226,What is present ?,hematologic
image3226,Is hematologic present?,yes
image3226,What is present?,hematologic
image3226,"Does this photo show spleen, chronic congestion due to portal hypertension from cirrhosis, hcv?",no
image3226,Is infant body present?,no
image3226,"Does this image show spleen, chronic congestion due to portal hypertension from cirrhosis, hcv?",yes
image3227,What is present?,thymoma
image3227,What is present ?,thymus
image3227,What does this image show?,epithelial lesion surgical path
image3227,Does this image show epithelial lesion surgical path?,yes
image3227,Does anomalous origin show epithelial lesion surgical path?,no
image3227,What is present ?,thymoma
image3227,Is hematologic present?,yes
image3227,Is dysplastic present?,no
image3227,What is present?,thymus
image3227,What is present?,hematologic
image3227,Is lateral view present?,no
image3227,Is thymoma present?,yes
image3227,Is leiomyomas present?,no
image3227,What is present ?,hematologic
image3227,Is thymus present?,yes
image3228,Does this image show thymus?,yes
image3228,What does this image show?,thymus
image3228,Does pituitary show thymus?,no
image3228,What induce involution in baby with hyaline membrane disease?,stress
image3228,What do stress induce?,involution in baby with hyaline membrane disease
image3228,How do stress induce involution in baby?,hyaline membrane disease 
image3228,Do stress induce involution in baby with hyaline membrane disease?,yes
image3228,Do retroperitoneum induce involution in baby with hyaline membrane disease?,no
image3228,Is hematologic present?,yes
image3228,What is present?,hematologic
image3228,What is present ?,hematologic
image3228,"What do thymus , stress induce?",involution in baby with hyaline membrane disease
image3228,What induce involution in baby with hyaline membrane disease ?,"thymus, stress"
image3228,Is cardiovascular present?,no
image3229,Is this photo present?,no
image3229,What is present?,hematologic
image3229,Is hematologic present?,yes
image3229,Is dysplastic present?,no
image3229,What is present?,spleen
image3229,What is present?,Erythrophagocytosis new born
image3229,Is spleen present?,yes
image3229,What is present ?,spleen
image3229,What is present ?,hematologic
image3229,Is chromophobe adenoma present?,no
image3229,Is Erythrophagocytosis new born present?,yes
image3229,What is present ?,Erythrophagocytosis new born
image3230,Is this photo present?,no
image3230,What is present ?,hematologic
image3230,Is multiple myeloma present?,yes
image3230,What is present ?,multiple myeloma
image3230,What is present?,multiple myeloma
image3230,Is lymphangiomatosis present?,no
image3230,What is present ?,bone marrow
image3230,Is glomerulosa present?,no
image3230,What does this image show?,wrights typical plasma cells
image3230,Does this image show wrights typical plasma cells?,yes
image3230,Does abdomen show wrights typical plasma cells?,no
image3230,What is present?,hematologic
image3230,Is bone marrow present?,yes
image3230,What is present?,bone marrow
image3230,Is hematologic present?,yes
image3231,Is spleen present?,yes
image3231,What is present?,lupus erythematosus basophilic bodies and periarterial fibrosis
image3231,Is hematologic present?,yes
image3231,What is present ?,hematologic
image3231,What is present ?,spleen
image3231,What is present ?,lupus erythematosus basophilic bodies and periarterial fibrosis
image3231,What is present?,hematologic
image3231,Does this image show two basophilic bodies and periarterial fibrosis excellent example of this rarely seen lupus lesion?,yes
image3231,What does this image show?,two basophilic bodies and periarterial fibrosis excellent example of rarely seen lupus lesion
image3231,What is present?,spleen
image3231,Is lupus erythematosus basophilic bodies and periarterial fibrosis present?,yes
image3232,What is present ?,bone marrow
image3232,How does this image show typical cells?,with some pleomorphism suspicious for multiple myeloma source unknown 
image3232,What is present ?,plasma cell
image3232,Does this image show typical cells with some pleomorphism suspicious for multiple myeloma source unknown?,yes
image3232,Does opened muscle show typical cells with some pleomorphism suspicious for multiple myeloma source unknown?,no
image3232,What is present?,hematologic
image3232,Is hematologic present?,yes
image3232,Is nodular tumor present?,no
image3232,What is present?,bone marrow
image3232,Is bone marrow present?,yes
image3232,Is granulomata slide present?,no
image3232,What is present?,plasma cell
image3232,Is plasma cell present?,yes
image3232,Is temporal muscle hemorrhage present?,no
image3232,What is present ?,hematologic
image3232,What does this image show?,typical cells with some pleomorphism suspicious for multiple myeloma source unknown
image3233,What is present ?,hematologic
image3233,What is present ?,bone marrow
image3233,Is that present?,no
image3233,What is present?,bone marrow
image3233,Is bone marrow present?,yes
image3233,Is palmar crease normal present?,no
image3233,What is present?,sideroblasts
image3233,Is sideroblasts present?,yes
image3233,Is complex craniofacial abnormalities present?,no
image3233,Does infant body show iron stain excellent example source unknown?,no
image3233,Does this image show iron stain excellent example source unknown?,yes
image3233,What does this image show?,iron stain excellent example source unknown
image3233,Does quite good liver stain excellent example source unknown?,no
image3233,Does iron stain excellent example source unknown?,yes
image3233,What stain excellent example source unknown?,iron
image3233,What is present ?,sideroblasts
image3233,What stain excellent example source unknown ?,iron
image3233,What is present?,hematologic
image3233,Is hematologic present?,yes
image3234,What is present?,candida in peripheral blood
image3234,Is candida in peripheral blood present?,yes
image3234,Is abdomen present?,no
image3234,What is present?,blood
image3234,What is present ?,hematologic
image3234,Is blood present?,yes
image3234,Does band constriction in skin above ankle of infant show wrights?,no
image3234,Is intrauterine contraceptive device present?,no
image3234,Is hematologic present?,yes
image3234,What is present?,hematologic
image3234,What is present ?,blood
image3234,Does this image show wrights?,yes
image3234,What does this image show?,wrights
image3234,What is present ?,candida in peripheral blood
image3234,Is nodule present?,no
image3235,What is present ?,immunoblastic reaction characteristic of viral infection
image3235,What is present ?,spleen
image3235,What is present?,spleen
image3235,What is present ?,hematologic
image3235,What does this image show?,well seen atypical cells surrounding splenic arteriole man probably died of viral pneumonia likely to have been influenzae
image3235,What is well seen atypical cells surrounding splenic arteriole man probably died?,of viral pneumonia likely to have been influenzae
image3235,What died of viral pneumonia likely to have been influenzae?,well seen atypical cells surrounding splenic arteriole man probably
image3235,What is well seen atypical cells surrounding splenic arteriole man died?,of viral pneumonia likely to have been influenzae
image3235,What is present?,immunoblastic reaction characteristic of viral infection
image3235,What died of viral pneumonia likely to have been influenzae ?,well seen atypical cells surrounding splenic arteriole man
image3235,What is present?,hematologic
image3236,What is present?,bone marrow
image3236,Is hand present?,no
image3236,Is hematologic present?,yes
image3236,What is present?,hematologic
image3236,Is ameloblastoma present?,no
image3236,Is bone marrow present?,yes
image3236,What is present ?,tuberculosis
image3236,What is present ?,hematologic
image3236,Is close-up excellent example of interosseous muscle atrophy present?,no
image3236,Is tuberculosis present?,yes
image3236,What is present?,tuberculosis
image3236,What is present ?,bone marrow
image3237,What does this image show?,x-ray infant
image3237,Does this image show x-ray infant?,yes
image3237,What is present?,joints
image3237,Is joints present?,yes
image3238,Does this image show x-ray typical lesion?,yes
image3238,What is present?,joints
image3238,Is joints present?,yes
image3238,What does this image show?,x-ray typical lesion
image3239,What are gross and postmortx-rays of this lesion?,7182 7183
image3239,What are 7182 and 7183 lesion?,gross postmortx-rays of this
image3239,When does this image show x-ray of pelvis?,during life showing osteonecrosis in right femoral head slides 7182 and 7183 are gross and postmortx-rays lesion
image3239,What does this image show?,x-ray of pelvis during life showing osteonecrosis in right femoral head slides 7182 and 7183 are gross and postmortx-rays of lesion
image3239,What is present?,joints
image3239,How is x-ray of pelvis during life showing osteonecrosis in  femoral head slides ?,right
image3239,How is x-ray of pelvis during life showing osteonecrosis in right  head slides ?,femoral
image3240,Is joints present?,yes
image3240,What is present?,joints
image3240,Does this image show x-ray infant t12 lesion?,yes
image3240,What does this image show?,x-ray infant t12 lesion
image3241,Is nervous present?,yes
image3241,Is pierre robin sndrome present?,no
image3241,"Does this image show calvarium, sella turcica pituitary gland, normal?",yes
image3241,What is present?,nervous
image3241,"Does this section showing liver with tumor mass in hilar area tumor show calvarium, sella turcica pituitary gland, normal?",no
image3241,What does this image show?,calvarium
image3242,Does this image show wernicke 's encephalopathy?,yes
image3242,What does this image show?,wernicke 's encephalopathy
image3242,What is present?,nervous
image3242,Is nervous present?,yes
image3242,"Does bone, skull show wernicke 's encephalopathy?",no
image3242,Is the tumor present?,no
image3243,What does this image show?,brain abscess
image3243,Does this image show brain abscess?,yes
image3243,Does gangrene show brain abscess?,no
image3243,What is present?,nervous
image3243,Is nervous present?,yes
image3243,Is apoptosis tunel present?,no
image3244,What does this image show?,brain abscess
image3244,What is present?,nervous
image3244,Is nervous present?,yes
image3244,Does infarct show brain abscess?,no
image3244,Does this image show brain abscess?,yes
image3244,Is this image present?,no
image3245,Is mucinous cystadenocarcinoma present?,no
image3245,Is nervous present?,yes
image3245,"Does metastatic carcinoma show brain, frontal lobe atrophy, pick 's disease?",no
image3245,"Does this image show brain, frontal lobe atrophy, pick 's disease?",yes
image3245,What does this image show?,brain
image3245,What is present?,nervous
image3246,Is this section showing liver with tumor mass in hilar area tumor present?,no
image3246,Is nervous present?,yes
image3246,What is present?,nervous
image3246,"Does muscle show brain, subarachanoid hemorrhage due to disseminated intravascular coagulation?",no
image3246,"Does this image show brain, subarachanoid hemorrhage due to disseminated intravascular coagulation?",yes
image3246,What does this image show?,brain
image3246,"Why does this image show brain, subarachanoid hemorrhage?",due to disseminated intravascular coagulation
image3247,Is nervous present?,yes
image3247,What is present?,nervous
image3247,Is surface present?,no
image3247,"Does this great toe show brain, herpes encephalitis?",no
image3247,"Does this image show brain, herpes encephalitis?",yes
image3247,What does this image show?,brain
image3248,What does this image show?,brain
image3248,"Does this image show brain, herpes encephalitis?",yes
image3248,"Does bone, mandible show brain, herpes encephalitis?",no
image3248,What is present?,nervous
image3248,Is nervous present?,yes
image3248,Is amyloidosis present?,no
image3249,Is matting history of this case present?,no
image3249,Is nervous present?,yes
image3249,"Does this image show brain, Breast cancer metastasis to meninges?",yes
image3249,"Does opened muscle show brain, Breast cancer metastasis to meninges?",no
image3249,What does this image show?,brain
image3249,What is present?,nervous
image3250,What does this image show?,intraventricular hemorrhage
image3250,"Does this image show intraventricular hemorrhage, neonate brain?",yes
image3250,What is present?,nervous
image3250,Is nervous present?,yes
image3250,Is retroperitoneum present?,no
image3250,"Does carcinoma metastatic lung show intraventricular hemorrhage, neonate brain?",no
image3251,Is yellow color present?,no
image3251,Is nervous present?,yes
image3251,What is present?,nervous
image3251,"Does apoptosis tunel show brain, frontal lobe atrophy, pick 's disease?",no
image3251,"Does this image show brain, frontal lobe atrophy, pick 's disease?",yes
image3251,What does this image show?,brain
image3252,Is rheumatoid arthritis with vasculitis present?,no
image3252,Is nervous present?,yes
image3252,What is present?,nervous
image3253,"Does miliary tuberculosis show brain, cryptococcal meningitis?",no
image3253,Is nervous present?,yes
image3253,What is present?,nervous
image3253,Is abdomen present?,no
image3253,"Does this image show brain, cryptococcal meningitis?",yes
image3253,What does this image show?,brain
image3254,"Does this image show brain, cryptococcal meningitis?",yes
image3254,What does this image show?,brain
image3254,"Does spleen show brain, cryptococcal meningitis?",no
image3254,What is present?,nervous
image3254,Is nervous present?,yes
image3254,Is there present?,no
image3255,"Does this image show brain, cryptococcal meningitis?",yes
image3255,"Does metastatic melanoma show brain, cryptococcal meningitis?",no
image3255,What does this image show?,brain
image3255,Is nervous present?,yes
image3255,Is choanal patency present?,no
image3255,What is present?,nervous
image3256,What does this image show?,brain
image3256,"Does this image show brain, old infarcts, embolic?",yes
image3256,"Does papillary astrocytoma show brain, old infarcts, embolic?",no
image3256,Is newborn cord around neck present?,no
image3256,What is present?,nervous
image3256,Is nervous present?,yes
image3257,Is oral present?,yes
image3257,Does this image show anhidrotic ectodermal dysplasia?,yes
image3257,Does carcinomatosis endometrium primary show anhidrotic ectodermal dysplasia?,no
image3257,What is present?,oral
image3257,Is silver present?,no
image3257,What does this image show?,anhidrotic ectodermal dysplasia
image3257,Where is this?,oral
image3258,Where is this?,oral
image3258,Does this image show compound odontoma?,yes
image3258,Does esophagus show compound odontoma?,no
image3258,What is present?,oral
image3258,Is oral present?,yes
image3258,Is lupus erythematosus periarterial fibrosis present?,no
image3258,What does this image show?,compound odontoma
image3259,What does this image show?,intraosseous mucoepidermoid carcinoma
image3259,Where is this?,oral
image3259,Does this image show intraosseous mucoepidermoid carcinoma?,yes
image3259,Does multiple myeloma show intraosseous mucoepidermoid carcinoma?,no
image3259,What is present?,oral
image3259,Is oral present?,yes
image3259,Is an opened peritoneal cavity cause by fibrous band strangulation present?,no
image3260,Is oral present?,yes
image3260,Is serous cyst present?,no
image3260,Does this image show cemento-ossifying fibroma?,yes
image3260,Where is this?,oral
image3260,Does pus in test tube show cemento-ossifying fibroma?,no
image3260,What is present?,oral
image3261,Where is this?,oral
image3261,Does this image show hematopoietic bone marrow defect?,yes
image3261,Does medulloblastoma show hematopoietic bone marrow defect?,no
image3261,Is notochord present?,no
image3261,What does this image show?,hematopoietic bone marrow defect
image3261,Is oral present?,yes
image3261,What is present?,oral
image3262,What does this image show?,osteoblastoma
image3262,Does this image show osteoblastoma?,yes
image3262,Does child show osteoblastoma?,no
image3262,What is present?,oral
image3262,Is oral present?,yes
image3262,Is mycobacterium avium intracellulare present?,no
image3262,Where is this?,oral
image3263,What does this image show?,garres osteomyelitis proliferative periosteitis
image3263,Where is this?,oral
image3263,Does this image show garres osteomyelitis proliferative periosteitis?,yes
image3263,Does granulosa cell tumor show garres osteomyelitis proliferative periosteitis?,no
image3263,What is present?,oral
image3263,Is oral present?,yes
image3263,Is penis present?,no
image3264,Is oral present?,yes
image3264,Is di george syndrome present?,no
image3264,What is present?,oral
image3264,Where is this?,oral
image3264,What does this image show?,dentigerous cyst
image3264,Does this image show dentigerous cyst?,yes
image3264,Does infiltrative process show dentigerous cyst?,no
image3265,Does malformed base show cherubism?,no
image3265,Does this image show cherubism?,yes
image3265,Is oral present?,yes
image3265,Where is this?,oral
image3265,Is cachexia present?,no
image3265,What is present?,oral
image3265,What does this image show?,cherubism
image3266,What does this image show?,acute pancreatitis
image3266,Does this image show acute pancreatitis?,yes
image3266,Does postpartum show acute pancreatitis?,no
image3267,Does this image show acute pancreatitis?,yes
image3267,Does mucicarmine show acute pancreatitis?,no
image3267,What does this image show?,acute pancreatitis
image3268,Does glomerulosa show pancreatic fat necrosis?,no
image3268,Does this image show pancreatic fat necrosis?,yes
image3268,What does this image show?,pancreatic fat necrosis
image3269,What does this image show?,adenocarcinoma
image3269,"Does this image show adenocarcinoma, head of pancreas?",yes
image3269,"Does stress show adenocarcinoma, head of pancreas?",no
image3270,"Does this image show adenocarcinoma, mucinous, head of pancreas?",yes
image3270,What does this image show?,adenocarcinoma
image3270,"Does excellent vertebral body primary show adenocarcinoma, mucinous, head of pancreas?",no
image3270,Is pancreas present?,yes
image3270,What is present?,pancreas
image3271,"Does this image show adenocarcinoma, head of pancreas?",yes
image3271,"Does splenomegaly with cirrhosis show adenocarcinoma, head of pancreas?",no
image3271,What does this image show?,adenocarcinoma
image3272,What does this image show?,acute pancreatitis with fat necrosis
image3272,Does this image show acute pancreatitis with fat necrosis?,yes
image3272,Does serous cystadenoma show acute pancreatitis with fat necrosis?,no
image3272,How does this image show acute pancreatitis?,with fat necrosis 
image3273,Is prostate present?,yes
image3273,Is hyperplasia present?,yes
image3273,Does this image show enlarged nodular prostate with medial lobe enlargement bladder hypertrophy focal mucosal hemorrhages in bladder mild hydronephrosis very good example?,yes
image3273,What does this image show?,enlarged nodular prostate with medial lobe enlargement bladder hypertrophy focal mucosal hemorrhages in bladder mild hydronephrosis very good example
image3273,What is present?,prostate
image3273,What is present?,hyperplasia
image3274,What does this image show?,testes
image3274,What is present?,male Reproductive
image3274,"Does this image show testes, atrophy?",yes
image3274,Is male Reproductive present?,yes
image3275,Does this image show fixed tissue tumor masses with necrosis easily seen?,yes
image3275,What does this image show?,fixed tissue tumor masses with necrosis easily seen
image3275,Is testicle present?,yes
image3275,What is present?,metastatic melanoma
image3275,Is metastatic melanoma present?,yes
image3275,What is present?,testicle
image3276,What does this image show?,good photo nodular lateral lobes large median lobe and hyperemic bladder mucosa with increased trabeculation
image3276,Is benign hyperplasia present?,yes
image3276,What is present?,benign hyperplasia
image3276,Is prostate present?,yes
image3276,Does this image show good photo nodular lateral lobes large median lobe and hyperemic bladder mucosa with increased trabeculation?,yes
image3276,What is present?,prostate
image3277,What does this image show?,glans ulcer probable herpes
image3277,Does this image show glans ulcer probable herpes?,yes
image3277,Does parathyroid show glans ulcer probable herpes?,no
image3277,What is present?,penis
image3277,Is penis present?,yes
image3277,Is node metastases present?,no
image3278,How does this image show large median bar type lesion?,with severe cystitis 
image3278,Does this image show large median bar type lesion with severe cystitis?,yes
image3278,What is present?,prostate
image3278,Is prostate present?,yes
image3278,What is present?,hyperplasia median bar
image3278,Is hyperplasia median bar present?,yes
image3278,What does this image show?,large median bar type lesion with severe cystitis
image3279,What does this image show?,primary biliary cirrhosis
image3279,Does this image show primary biliary cirrhosis?,yes
image3279,Does optic nerve show primary biliary cirrhosis?,no
image3279,What is present?,hepatobiliary
image3279,Is hepatobiliary present?,yes
image3279,Is supernumerary digits present?,no
image3279,What is present?,liver
image3279,Is liver present?,yes
image3279,What is present ?,hepatobiliary
image3279,What is present ?,liver
image3279,Is pulmonary osteoarthropathy present?,no
image3280,Does hematoma show mild-to-moderate acute rejection?,no
image3280,Is hemorrhage associated with placental abruption present?,no
image3280,Is liver present?,yes
image3280,What is present?,liver
image3280,Is lymphoid atrophy in newborn present?,no
image3280,Is hepatobiliary present?,yes
image3280,What is present?,hepatobiliary
image3280,Does this image show mild-to-moderate acute rejection?,yes
image3281,What is present?,hepatobiliary
image3281,Is situs inversus present?,no
image3281,Is liver present?,yes
image3281,What is present?,liver
image3281,What does this image show?,recovery of ducts
image3281,Does this image show recovery of ducts?,yes
image3281,Does anencephaly and bilateral cleft palate show recovery of ducts?,no
image3281,Is right side atresia present?,no
image3281,Is hepatobiliary present?,yes
image3282,What is present ?,hepatobiliary
image3282,What is present ?,liver
image3282,Is adenoma present?,no
image3282,Is liver present?,yes
image3282,What is present?,liver
image3282,What does this image show?,autoimmune hepatitis
image3282,Does this image show autoimmune hepatitis?,yes
image3282,Does ovary show autoimmune hepatitis?,no
image3282,What is present?,hepatobiliary
image3282,Is hepatobiliary present?,yes
image3282,Is cervical carcinoma present?,no
image3283,What is present ?,liver
image3283,What is present ?,hepatobiliary
image3283,Is immunoblastic reaction characteristic of viral infection present?,no
image3283,Is liver present?,yes
image3283,What is present?,liver
image3283,Is cryptosporidia present?,no
image3283,Does this image show primary sclerosing cholangitis?,yes
image3283,What is present?,hepatobiliary
image3283,Does this protocol show primary sclerosing cholangitis?,no
image3283,What does this image show?,primary sclerosing cholangitis
image3283,Is hepatobiliary present?,yes
image3284,Is peritoneum present?,no
image3284,What is present ?,liver
image3284,What is present ?,hepatobiliary
image3284,Is normal newborn present?,no
image3284,Is liver present?,yes
image3284,What is present?,liver
image3284,What is present?,hepatobiliary
image3284,Is hepatobiliary present?,yes
image3284,Does this image show autoimmune hepatitis?,yes
image3284,Does histiocyte show autoimmune hepatitis?,no
image3284,What does this image show?,autoimmune hepatitis
image3285,Is liver present?,yes
image3285,What is present ?,liver
image3285,What is present ?,hepatobiliary
image3285,Is lymphangiomatosis generalized present?,no
image3285,What is present?,liver
image3285,Is very good example present?,no
image3285,What does this image show?,autoimmune hepatitis
image3285,Is hepatobiliary present?,yes
image3285,What is present?,hepatobiliary
image3285,Does exposure show autoimmune hepatitis?,no
image3285,Does this image show autoimmune hepatitis?,yes
image3286,What is present ?,hepatobiliary
image3286,What is present ?,liver
image3286,What does this image show?,autoimmune hepatitis
image3286,Does this image show autoimmune hepatitis?,yes
image3286,What is present?,hepatobiliary
image3286,Is hepatobiliary present?,yes
image3286,Is foot present?,no
image3286,What is present?,liver
image3286,Is liver present?,yes
image3286,Is umbilical cord present?,no
image3286,Does this myoma show autoimmune hepatitis?,no
image3287,What is present?,hepatobiliary
image3287,What does this image show?,hepatitis c virus
image3287,Does this image show hepatitis c virus?,yes
image3287,Does adenoma sebaceum show hepatitis c virus?,no
image3287,Is hepatobiliary present?,yes
image3287,Is close-up tumor present?,no
image3287,What is present?,liver
image3287,Is liver present?,yes
image3287,What is present ?,hepatobiliary
image3287,What is present ?,liver
image3287,Is malignant histiocytosis present?,no
image3288,What is present ?,liver
image3288,What is present ?,hepatobiliary
image3288,Is hemorrhage associated with placental abruption present?,no
image3288,Is liver present?,yes
image3288,What is present?,liver
image3288,Is pituitary present?,no
image3288,Is hepatobiliary present?,yes
image3288,What is present?,hepatobiliary
image3288,Does clostridial postmortem growth show primary sclerosing cholangitis?,no
image3288,Does this image show primary sclerosing cholangitis?,yes
image3288,What does this image show?,primary sclerosing cholangitis
image3289,Does bilobed show resolving acute rejection?,no
image3289,Is coronary artery present?,no
image3289,What is present?,liver
image3289,Is liver present?,yes
image3289,Is cat present?,no
image3289,Does this image show resolving acute rejection?,yes
image3289,Is hepatobiliary present?,yes
image3289,What is present?,hepatobiliary
image3289,What does this image show?,resolving acute rejection
image3290,Is plasma cell present?,no
image3290,Is liver present?,yes
image3290,What is present?,liver
image3290,What is present ?,liver
image3290,Is hepatobiliary present?,yes
image3290,What is present?,hepatobiliary
image3290,Does this good yellow color slide show primary biliary cirrhosis?,no
image3290,Does this image show primary biliary cirrhosis?,yes
image3290,What does this image show?,primary biliary cirrhosis
image3290,What is present ?,hepatobiliary
image3290,Is acute peritonitis present?,no
image3291,Is focal hemorrhagic infarction well shown present?,no
image3291,Is liver present?,yes
image3291,What is present?,liver
image3291,Is exposure present?,no
image3291,What is present?,hepatobiliary
image3291,What does this image show?,severe acute rejection
image3291,Does this image show severe acute rejection?,yes
image3291,Does lymphangiomatosis generalized show severe acute rejection?,no
image3291,Is hepatobiliary present?,yes
image3292,Is liver present?,yes
image3292,What is present?,liver
image3292,Is fetus developing very early present?,no
image3292,Is hepatobiliary present?,yes
image3292,Does sickle cell disease show primary biliary cirrhosis?,no
image3292,Does this image show primary biliary cirrhosis?,yes
image3292,What is present?,hepatobiliary
image3292,Is angiogram present?,no
image3292,What is present ?,hepatobiliary
image3292,What is present ?,liver
image3292,What does this image show?,primary biliary cirrhosis
image3293,What is present ?,liver
image3293,What is present ?,hepatobiliary
image3293,Is postoperative cardiac surgery present?,no
image3293,Does this image show primary biliary cirrhosis?,yes
image3293,Is polyarteritis nodosa present?,no
image3293,Does appendix show primary biliary cirrhosis?,no
image3293,What is present?,hepatobiliary
image3293,Is liver present?,yes
image3293,Is hepatobiliary present?,yes
image3293,What does this image show?,primary biliary cirrhosis
image3293,What is present?,liver
image3294,Is hepatobiliary present?,yes
image3294,What does this image show?,primary biliary cirrhosis
image3294,Does this image show primary biliary cirrhosis?,yes
image3294,Does stein leventhal show primary biliary cirrhosis?,no
image3294,What is present?,hepatobiliary
image3294,Is chronic ischemia present?,no
image3294,What is present ?,liver
image3294,What is present ?,hepatobiliary
image3294,Is hemorrhage associated with placental abruption present?,no
image3294,Is liver present?,yes
image3294,What is present?,liver
image3295,Is hepatobiliary present?,yes
image3295,What is present?,hepatobiliary
image3295,Is leiomyomas present?,no
image3295,Does this image show mild-to-moderate acute rejection?,yes
image3295,Is metastatic carcinoma lung present?,no
image3295,Is liver present?,yes
image3295,Does child show mild-to-moderate acute rejection?,no
image3295,What is present?,liver
image3296,Where is this?,skin
image3296,Is necrotic and ulcerated centers present?,no
image3296,Is petechial and purpuric hemorrhages present?,yes
image3296,What is present?,petechial and purpuric hemorrhages
